OrderNumber,SalesChannel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,OrderQuantity,DiscountApplied,UnitCost,UnitPrice,TotalRevenue,TotalCost,Profit,DiscountedRevenue
"SO - 0006569",Distributor,WARE-PUJ1005,2010-03-20,2020-07-06,2020-08-02,2020-08-06,USD,23,6,304,36,2,0.1,353.76,884.4,1768.8,707.52,1061.28,1591.92
"SO - 0006572",Online,WARE-PUJ1005,2010-03-20,2020-07-06,2020-07-29,2020-08-02,USD,19,15,316,35,6,0.1,757.77,971.5,5829,4546.62,1282.38,5246.1
"SO - 0006581",Wholesale,WARE-NMK1003,2010-03-20,2020-07-07,2020-07-12,2020-07-22,USD,28,42,178,22,5,0.15,670.07,917.9,4589.5,3350.35,1239.15,3901.08
"SO - 0006587",Online,WARE-XYS1001,2010-03-20,2020-07-08,2020-08-03,2020-08-12,USD,15,10,48,41,1,0.075,110.75,194.3,194.3,110.75,83.55,179.73
"SO - 0006590",Distributor,WARE-NMK1003,2010-03-20,2020-07-08,2020-07-18,2020-07-28,USD,25,15,131,1,1,0.05,81.61,194.3,194.3,81.61,112.69,184.58
"SO - 0006593",Online,WARE-PUJ1005,2010-03-20,2020-07-09,2020-07-23,2020-07-27,USD,15,13,323,24,7,0.05,145.79,214.4,1500.8,1020.53,480.27,1425.76
"SO - 0006598",In-Store,WARE-XYS1001,2010-03-20,2020-07-09,2020-07-30,2020-08-08,USD,10,9,6,1,1,0.2,540.02,871,871,540.02,330.98,696.8
"SO - 0006611",Online,WARE-MKL1006,2010-03-20,2020-07-11,2020-08-04,2020-08-09,USD,17,1,348,39,1,0.05,98.49,201,201,98.49,102.51,190.95
"SO - 0006635",Online,WARE-MKL1006,2010-03-20,2020-07-13,2020-08-04,2020-08-12,USD,19,18,330,35,8,0.05,748.52,984.9,7879.2,5988.16,1891.04,7485.24
"SO - 0006636",Online,WARE-XYS1001,2010-03-20,2020-07-13,2020-07-20,2020-07-26,USD,15,40,15,9,8,0.075,178.49,241.2,1929.6,1427.92,501.68,1784.88
"SO - 0006645",Distributor,WARE-UHY1004,2010-03-20,2020-07-14,2020-07-24,2020-07-28,USD,21,47,244,8,5,0.15,411.98,958.1,4790.5,2059.9,2730.6,4071.92
"SO - 0006652",Online,WARE-NBV1002,2010-03-20,2020-07-15,2020-08-11,2020-08-16,USD,16,25,74,5,8,0.15,469,837.5,6700,3752,2948,5695
"SO - 0006653",Distributor,WARE-NMK1003,2010-03-20,2020-07-15,2020-07-19,2020-07-20,USD,21,44,132,6,1,0.075,514.02,917.9,917.9,514.02,403.88,849.06
"SO - 0006656",In-Store,WARE-XYS1001,2010-03-20,2020-07-16,2020-07-27,2020-07-30,USD,11,19,21,43,4,0.05,641.59,844.2,3376.8,2566.36,810.44,3207.96
"SO - 0006663",In-Store,WARE-MKL1006,2010-03-20,2020-07-17,2020-08-10,2020-08-15,USD,5,36,354,1,2,0.05,646.42,964.8,1929.6,1292.84,636.76,1833.12
"SO - 0006664",Online,WARE-UHY1004,2010-03-20,2020-07-17,2020-08-04,2020-08-13,USD,12,50,230,24,4,0.4,586.12,723.6,2894.4,2344.48,549.92,1736.64
"SO - 0006668",In-Store,WARE-UHY1004,2010-03-20,2020-07-17,2020-07-20,2020-07-25,USD,10,47,207,5,8,0.075,87.23,207.7,1661.6,697.84,963.76,1536.98
"SO - 0006669",In-Store,WARE-NBV1002,2010-03-20,2020-07-17,2020-07-30,2020-08-09,USD,10,31,85,1,6,0.05,347.86,790.6,4743.6,2087.16,2656.44,4506.42
"SO - 0006674",In-Store,WARE-NMK1003,2010-03-20,2020-07-17,2020-08-11,2020-08-15,USD,6,9,161,6,8,0.075,110.75,194.3,1554.4,886,668.4,1437.82
"SO - 0006677",Distributor,WARE-XYS1001,2010-03-20,2020-07-18,2020-07-21,2020-07-30,USD,21,18,18,7,5,0.1,699.41,958.1,4790.5,3497.05,1293.45,4311.45
"SO - 0006680",Online,WARE-MKL1006,2010-03-20,2020-07-18,2020-07-31,2020-08-03,USD,20,29,353,38,8,0.15,312.35,743.7,5949.6,2498.8,3450.8,5057.16
"SO - 0006688",Wholesale,WARE-MKL1006,2010-03-20,2020-07-19,2020-08-02,2020-08-04,USD,26,10,335,16,3,0.075,86.43,201,603,259.29,343.71,557.78
"SO - 0006691",Wholesale,WARE-NMK1003,2010-03-20,2020-07-19,2020-08-01,2020-08-11,USD,28,22,136,38,7,0.15,146.26,247.9,1735.3,1023.82,711.48,1475
"SO - 0006696",Wholesale,WARE-MKL1006,2010-03-20,2020-07-19,2020-08-01,2020-08-06,USD,26,46,343,23,3,0.05,108.81,187.6,562.8,326.43,236.37,534.66
"SO - 0006698",Wholesale,WARE-UHY1004,2010-03-20,2020-07-19,2020-08-05,2020-08-09,USD,28,38,221,13,8,0.1,227.8,268,2144,1822.4,321.6,1929.6
"SO - 0006702",In-Store,WARE-NMK1003,2010-03-20,2020-07-20,2020-08-17,2020-08-25,USD,9,12,179,19,6,0.15,601.39,911.2,5467.2,3608.34,1858.86,4647.12
"SO - 0006712",In-Store,WARE-NMK1003,2010-03-20,2020-07-21,2020-08-05,2020-08-09,USD,7,39,203,5,6,0.05,388.94,864.3,5185.8,2333.64,2852.16,4926.51
"SO - 0006714",Online,WARE-MKL1006,2010-03-20,2020-07-21,2020-08-08,2020-08-09,USD,14,12,363,8,4,0.1,548.33,830.8,3323.2,2193.32,1129.88,2990.88
"SO - 0006716",In-Store,WARE-NMK1003,2010-03-20,2020-07-21,2020-08-10,2020-08-16,USD,10,50,105,43,7,0.075,93.47,207.7,1453.9,654.29,799.61,1344.86
"SO - 0006718",In-Store,WARE-MKL1006,2010-03-20,2020-07-22,2020-08-03,2020-08-07,USD,3,28,344,4,7,0.2,541.56,917.9,6425.3,3790.92,2634.38,5140.24
"SO - 0006732",Online,WARE-XYS1001,2010-03-20,2020-07-24,2020-08-01,2020-08-06,USD,13,46,47,40,2,0.05,164.82,201,402,329.64,72.36,381.9
"SO - 0006734",Distributor,WARE-NBV1002,2010-03-20,2020-07-24,2020-07-27,2020-07-29,USD,21,39,84,29,1,0.1,162.01,261.3,261.3,162.01,99.29,235.17
"SO - 0006735",Distributor,WARE-UHY1004,2010-03-20,2020-07-24,2020-08-16,2020-08-26,USD,23,29,236,2,7,0.05,106.73,180.9,1266.3,747.11,519.19,1202.98
"SO - 0006749",In-Store,WARE-NBV1002,2010-03-20,2020-07-25,2020-08-16,2020-08-23,USD,3,19,59,46,7,0.1,328.03,683.4,4783.8,2296.21,2487.59,4305.42
"SO - 0006753",In-Store,WARE-NMK1003,2010-03-20,2020-07-26,2020-08-20,2020-08-26,USD,4,30,98,42,2,0.1,449.57,737,1474,899.14,574.86,1326.6
"SO - 0006766",Online,WARE-MKL1006,2010-03-20,2020-07-27,2020-08-06,2020-08-09,USD,15,29,366,30,5,0.075,433.96,850.9,4254.5,2169.8,2084.7,3935.41
"SO - 0006776",Online,WARE-NMK1003,2010-03-20,2020-07-29,2020-08-09,2020-08-16,USD,19,45,108,25,8,0.1,96.48,214.4,1715.2,771.84,943.36,1543.68
"SO - 0006777",In-Store,WARE-NMK1003,2010-03-20,2020-07-29,2020-08-01,2020-08-07,USD,4,26,146,7,3,0.05,446.49,911.2,2733.6,1339.47,1394.13,2596.92
"SO - 0006786",In-Store,WARE-NMK1003,2010-03-20,2020-07-30,2020-08-12,2020-08-17,USD,2,14,143,8,3,0.4,177.95,214.4,643.2,533.85,109.35,385.92
"SO - 0006792",Online,WARE-MKL1006,2010-03-20,2020-07-30,2020-08-02,2020-08-10,USD,13,46,345,36,1,0.4,77.05,167.5,167.5,77.05,90.45,100.5
"SO - 0006809",Online,WARE-UHY1004,2010-03-20,2020-08-02,2020-08-30,2020-09-01,USD,14,17,220,38,3,0.075,116.58,201,603,349.74,253.26,557.78
"SO - 0006814",Online,WARE-NMK1003,2020-06-18,2020-08-03,2020-08-29,2020-08-30,USD,15,26,115,38,4,0.1,155.71,187.6,750.4,622.84,127.56,675.36
"SO - 0006816",Distributor,WARE-UHY1004,2020-06-18,2020-08-03,2020-08-23,2020-08-31,USD,23,42,213,18,7,0.05,125.42,261.3,1829.1,877.94,951.16,1737.64
"SO - 0006818",Online,WARE-PUJ1005,2020-06-18,2020-08-03,2020-08-29,2020-09-03,USD,20,23,320,21,4,0.1,154.17,261.3,1045.2,616.68,428.52,940.68
"SO - 0006837",Online,WARE-NBV1002,2010-03-20,2020-08-06,2020-08-31,2020-09-06,USD,16,31,64,11,2,0.05,75.04,187.6,375.2,150.08,225.12,356.44
"SO - 0006844",Online,WARE-NBV1002,2010-03-20,2020-08-07,2020-08-23,2020-09-01,USD,14,48,82,5,6,0.1,610.64,984.9,5909.4,3663.84,2245.56,5318.46
"SO - 0006848",Wholesale,WARE-PUJ1005,2010-03-20,2020-08-07,2020-09-01,2020-09-09,USD,27,12,262,23,4,0.075,672.01,790.6,3162.4,2688.04,474.36,2925.22
"SO - 0006852",In-Store,WARE-NMK1003,2010-03-20,2020-08-07,2020-08-28,2020-09-05,USD,8,6,134,42,2,0.05,477.38,837.5,1675,954.76,720.24,1591.25
"SO - 0006855",Online,WARE-MKL1006,2020-06-18,2020-08-08,2020-08-15,2020-08-21,USD,17,26,352,19,1,0.05,814.39,958.1,958.1,814.39,143.71,910.2
"SO - 0006856",Online,WARE-NMK1003,2010-03-20,2020-08-08,2020-08-11,2020-08-13,USD,19,21,178,37,2,0.2,644.54,991.6,1983.2,1289.08,694.12,1586.56
"SO - 0006858",Distributor,WARE-NMK1003,2010-03-20,2020-08-08,2020-09-02,2020-09-08,USD,23,29,146,22,5,0.075,628.73,911.2,4556,3143.65,1412.35,4214.3
"SO - 0006863",In-Store,WARE-XYS1001,2010-03-20,2020-08-09,2020-08-30,2020-09-06,USD,11,39,8,4,4,0.1,755.76,944.7,3778.8,3023.04,755.76,3400.92
"SO - 0006866",In-Store,WARE-PUJ1005,2010-03-20,2020-08-09,2020-08-24,2020-08-30,USD,8,20,302,19,3,0.05,209.04,261.3,783.9,627.12,156.78,744.7
"SO - 0006873",Wholesale,WARE-NMK1003,2020-06-18,2020-08-11,2020-08-15,2020-08-21,USD,28,45,91,15,2,0.075,430.41,978.2,1956.4,860.82,1095.58,1809.67
"SO - 0006875",In-Store,WARE-UHY1004,2010-03-20,2020-08-11,2020-09-02,2020-09-04,USD,10,8,250,24,5,0.05,509.54,783.9,3919.5,2547.7,1371.8,3723.52
"SO - 0006876",Online,WARE-NMK1003,2010-03-20,2020-08-11,2020-08-16,2020-08-22,USD,19,29,186,28,2,0.1,623.77,891.1,1782.2,1247.54,534.66,1603.98
"SO - 0006879",In-Store,WARE-UHY1004,2020-06-18,2020-08-11,2020-09-02,2020-09-08,USD,9,33,210,25,6,0.3,422.57,797.3,4783.8,2535.42,2248.38,3348.66
"SO - 0006888",Online,WARE-NBV1002,2010-03-20,2020-08-12,2020-09-04,2020-09-05,USD,14,33,79,26,8,0.15,185.93,247.9,1983.2,1487.44,495.76,1685.72
"SO - 0006895",In-Store,WARE-NBV1002,2020-06-18,2020-08-13,2020-08-31,2020-09-04,USD,6,5,79,28,5,0.075,140.7,234.5,1172.5,703.5,469,1084.56
"SO - 0006896",Distributor,WARE-NBV1002,2010-03-20,2020-08-13,2020-08-22,2020-09-01,USD,25,10,63,38,5,0.1,778.67,998.3,4991.5,3893.35,1098.15,4492.35
"SO - 0006900",Wholesale,WARE-UHY1004,2010-03-20,2020-08-13,2020-08-16,2020-08-25,USD,27,12,238,35,2,0.1,619.08,884.4,1768.8,1238.16,530.64,1591.92
"SO - 0006903",Distributor,WARE-MKL1006,2010-03-20,2020-08-14,2020-08-18,2020-08-28,USD,23,29,350,3,1,0.075,743.5,917.9,917.9,743.5,174.4,849.06
"SO - 0006907",In-Store,WARE-NMK1003,2010-03-20,2020-08-14,2020-09-04,2020-09-06,USD,3,9,161,20,5,0.075,714.76,850.9,4254.5,3573.8,680.7,3935.41
"SO - 0006909",Online,WARE-XYS1001,2020-06-18,2020-08-14,2020-09-01,2020-09-10,USD,20,31,48,8,4,0.075,112.23,167.5,670,448.92,221.08,619.75
"SO - 0006915",Wholesale,WARE-NMK1003,2020-06-18,2020-08-15,2020-09-10,2020-09-18,USD,26,25,161,25,7,0.075,158.79,201,1407,1111.53,295.47,1301.47
"SO - 0006919",Online,WARE-UHY1004,2020-06-18,2020-08-15,2020-08-28,2020-09-04,USD,19,21,246,12,1,0.15,838.57,998.3,998.3,838.57,159.73,848.56
"SO - 0006921",In-Store,WARE-NMK1003,2020-06-18,2020-08-16,2020-08-24,2020-08-26,USD,11,3,177,46,8,0.05,95.68,227.8,1822.4,765.44,1056.96,1731.28
"SO - 0006922",Distributor,WARE-UHY1004,2010-03-20,2020-08-16,2020-08-25,2020-09-02,USD,21,9,255,20,7,0.075,112.36,261.3,1829.1,786.52,1042.58,1691.92
"SO - 0006940",Online,WARE-MKL1006,2020-06-18,2020-08-18,2020-09-05,2020-09-13,USD,16,37,350,7,1,0.3,549.94,964.8,964.8,549.94,414.86,675.36
"SO - 0006942",Online,WARE-NMK1003,2020-06-18,2020-08-19,2020-09-16,2020-09-19,USD,17,34,189,3,8,0.075,630.94,864.3,6914.4,5047.52,1866.88,6395.82
"SO - 0006944",In-Store,WARE-NMK1003,2010-03-20,2020-08-19,2020-08-24,2020-08-26,USD,1,47,121,46,4,0.075,709.13,844.2,3376.8,2836.52,540.28,3123.54
"SO - 0006946",In-Store,WARE-NBV1002,2020-06-18,2020-08-20,2020-09-14,2020-09-24,USD,10,35,71,19,8,0.1,176.88,268,2144,1415.04,728.96,1929.6
"SO - 0006954",Online,WARE-XYS1001,2010-03-20,2020-08-20,2020-09-08,2020-09-16,USD,18,39,18,2,8,0.2,616.27,978.2,7825.6,4930.16,2895.44,6260.48
"SO - 0006965",In-Store,WARE-NMK1003,2020-06-18,2020-08-21,2020-08-27,2020-08-29,USD,1,45,181,25,6,0.2,128.77,207.7,1246.2,772.62,473.58,996.96
"SO - 0006971",Online,WARE-XYS1001,2020-06-18,2020-08-22,2020-08-29,2020-09-06,USD,15,20,17,36,1,0.075,119.39,221.1,221.1,119.39,101.71,204.52
"SO - 0006972",Online,WARE-NBV1002,2020-06-18,2020-08-22,2020-08-28,2020-09-06,USD,18,43,66,1,4,0.1,748.73,998.3,3993.2,2994.92,998.28,3593.88
"SO - 0006974",Online,WARE-UHY1004,2020-06-18,2020-08-23,2020-09-12,2020-09-22,USD,13,6,228,26,8,0.1,158.79,201,1608,1270.32,337.68,1447.2
"SO - 0006975",In-Store,WARE-UHY1004,2020-06-18,2020-08-23,2020-08-29,2020-09-03,USD,9,29,211,13,1,0.2,492.05,683.4,683.4,492.05,191.35,546.72
"SO - 0006977",In-Store,WARE-NMK1003,2020-06-18,2020-08-23,2020-08-27,2020-09-01,USD,7,5,123,15,1,0.4,73.7,167.5,167.5,73.7,93.8,100.5
"SO - 0006984",Online,WARE-UHY1004,2020-06-18,2020-08-24,2020-09-08,2020-09-11,USD,19,37,223,39,4,0.1,473.82,911.2,3644.8,1895.28,1749.52,3280.32
"SO - 0006986",Wholesale,WARE-UHY1004,2010-03-20,2020-08-24,2020-08-28,2020-08-31,USD,28,15,214,45,5,0.05,139.16,207.7,1038.5,695.8,342.7,986.58
"SO - 0006988",In-Store,WARE-UHY1004,2020-06-18,2020-08-24,2020-09-11,2020-09-17,USD,5,14,204,37,4,0.075,462.9,944.7,3778.8,1851.6,1927.2,3495.39
"SO - 0006989",Online,WARE-XYS1001,2010-03-20,2020-08-24,2020-09-10,2020-09-11,USD,18,6,44,33,4,0.05,535.87,864.3,3457.2,2143.48,1313.72,3284.34
"SO - 0006992",Wholesale,WARE-UHY1004,2010-03-20,2020-08-25,2020-09-10,2020-09-19,USD,26,2,247,38,4,0.05,77.72,194.3,777.2,310.88,466.32,738.34
"SO - 0006993",Online,WARE-UHY1004,2020-06-18,2020-08-25,2020-09-05,2020-09-13,USD,16,38,227,5,7,0.1,153.7,247.9,1735.3,1075.9,659.4,1561.77
"SO - 0006996",Wholesale,WARE-UHY1004,2010-03-20,2020-08-25,2020-09-13,2020-09-23,USD,26,11,256,27,1,0.05,103.11,180.9,180.9,103.11,77.79,171.86
"SO - 0006999",In-Store,WARE-PUJ1005,2020-06-18,2020-08-25,2020-09-05,2020-09-07,USD,9,32,264,21,8,0.075,780.22,917.9,7343.2,6241.76,1101.44,6792.46
"SO - 0007001",Online,WARE-PUJ1005,2020-06-18,2020-08-26,2020-09-09,2020-09-18,USD,12,47,326,45,6,0.075,512.95,777.2,4663.2,3077.7,1585.5,4313.46
"SO - 0007002",Online,WARE-NMK1003,2020-06-18,2020-08-26,2020-09-10,2020-09-16,USD,16,23,196,26,8,0.15,603.6,958.1,7664.8,4828.8,2836,6515.08
"SO - 0007003",Distributor,WARE-NBV1002,2010-03-20,2020-08-26,2020-09-14,2020-09-21,USD,21,20,76,11,8,0.05,123.01,227.8,1822.4,984.08,838.32,1731.28
"SO - 0007008",In-Store,WARE-NBV1002,2020-06-18,2020-08-27,2020-09-12,2020-09-17,USD,8,16,86,24,8,0.075,93.8,234.5,1876,750.4,1125.6,1735.3
"SO - 0007013",Online,WARE-NMK1003,2010-03-20,2020-08-27,2020-09-07,2020-09-15,USD,12,35,116,47,7,0.05,368.5,737,5159,2579.5,2579.5,4901.05
"SO - 0007018",Distributor,WARE-UHY1004,2020-06-18,2020-08-28,2020-09-20,2020-09-26,USD,21,12,211,38,6,0.3,74.17,180.9,1085.4,445.02,640.38,759.78
"SO - 0007019",Wholesale,WARE-NMK1003,2010-03-20,2020-08-28,2020-09-17,2020-09-21,USD,27,42,107,24,8,0.05,578.88,964.8,7718.4,4631.04,3087.36,7332.48
"SO - 0007021",Online,WARE-NMK1003,2020-06-18,2020-08-29,2020-09-24,2020-09-28,USD,17,46,143,41,4,0.05,141.5,214.4,857.6,566,291.6,814.72
"SO - 0007024",In-Store,WARE-XYS1001,2020-06-18,2020-08-29,2020-09-01,2020-09-05,USD,8,13,41,4,3,0.15,561.39,891.1,2673.3,1684.17,989.13,2272.31
"SO - 0007046",In-Store,WARE-NBV1002,2020-06-18,2020-08-31,2020-09-16,2020-09-25,USD,9,11,76,27,3,0.15,538.68,804,2412,1616.04,795.96,2050.2
"SO - 0007047",Online,WARE-NBV1002,2010-03-20,2020-08-31,2020-09-06,2020-09-15,USD,19,11,63,1,1,0.1,128.91,174.2,174.2,128.91,45.29,156.78
"SO - 0007049",In-Store,WARE-UHY1004,2020-06-18,2020-08-31,2020-09-07,2020-09-16,USD,11,1,229,9,2,0.1,141.1,180.9,361.8,282.2,79.6,325.62
"SO - 0007050",Distributor,WARE-NMK1003,2010-03-20,2020-08-31,2020-09-08,2020-09-11,USD,23,8,114,13,1,0.1,152.76,254.6,254.6,152.76,101.84,229.14
"SO - 0007052",In-Store,WARE-NMK1003,2020-06-18,2020-09-01,2020-09-22,2020-09-23,USD,4,37,168,13,6,0.1,166.29,227.8,1366.8,997.74,369.06,1230.12
"SO - 0007057",Distributor,WARE-PUJ1005,2020-06-18,2020-09-02,2020-09-16,2020-09-26,USD,21,20,261,29,8,0.2,436.64,891.1,7128.8,3493.12,3635.68,5703.04
"SO - 0007060",Online,WARE-UHY1004,2020-06-18,2020-09-02,2020-09-29,2020-09-30,USD,17,42,217,28,8,0.075,481.86,777.2,6217.6,3854.88,2362.72,5751.28
"SO - 0007063",Online,WARE-UHY1004,2020-06-18,2020-09-03,2020-09-26,2020-09-30,USD,18,27,251,42,5,0.4,423.98,757.1,3785.5,2119.9,1665.6,2271.3
"SO - 0007065",Distributor,WARE-NMK1003,2020-06-18,2020-09-03,2020-09-17,2020-09-23,USD,23,46,140,28,5,0.15,195.84,247.9,1239.5,979.2,260.3,1053.58
"SO - 0007069",Online,WARE-PUJ1005,2010-03-20,2020-09-03,2020-09-27,2020-10-01,USD,14,48,302,38,7,0.075,161.6,241.2,1688.4,1131.2,557.2,1561.77
"SO - 0007071",Distributor,WARE-MKL1006,2020-06-18,2020-09-03,2020-09-19,2020-09-24,USD,20,9,332,29,8,0.05,763.13,897.8,7182.4,6105.04,1077.36,6823.28
"SO - 0007074",In-Store,WARE-NMK1003,2010-03-20,2020-09-04,2020-09-18,2020-09-25,USD,3,17,94,22,6,0.075,205.76,247.9,1487.4,1234.56,252.84,1375.84
"SO - 0007077",In-Store,WARE-NMK1003,2020-06-18,2020-09-04,2020-09-19,2020-09-28,USD,11,37,197,1,8,0.075,167.23,214.4,1715.2,1337.84,377.36,1586.56
"SO - 0007078",In-Store,WARE-PUJ1005,2020-06-18,2020-09-04,2020-10-01,2020-10-06,USD,8,9,318,16,8,0.075,202.61,241.2,1929.6,1620.88,308.72,1784.88
"SO - 0007080",Distributor,WARE-MKL1006,2010-03-20,2020-09-04,2020-09-06,2020-09-16,USD,21,39,353,27,7,0.15,482.94,710.2,4971.4,3380.58,1590.82,4225.69
"SO - 0007081",In-Store,WARE-NMK1003,2020-06-18,2020-09-04,2020-09-26,2020-10-04,USD,5,45,92,13,1,0.15,646.95,911.2,911.2,646.95,264.25,774.52
"SO - 0007083",Distributor,WARE-PUJ1005,2020-06-18,2020-09-05,2020-09-13,2020-09-19,USD,25,2,278,31,2,0.075,538.01,978.2,1956.4,1076.02,880.38,1809.67
"SO - 0007093",In-Store,WARE-XYS1001,2020-06-18,2020-09-06,2020-10-03,2020-10-13,USD,6,40,48,21,6,0.075,120.6,241.2,1447.2,723.6,723.6,1338.66
"SO - 0007096",In-Store,WARE-NBV1002,2010-03-20,2020-09-06,2020-10-02,2020-10-07,USD,5,39,75,28,8,0.05,485.88,991.6,7932.8,3887.04,4045.76,7536.16
"SO - 0007101",Wholesale,WARE-UHY1004,2020-06-18,2020-09-07,2020-09-26,2020-10-03,USD,28,7,205,29,4,0.075,93.8,167.5,670,375.2,294.8,619.75
"SO - 0007104",In-Store,WARE-MKL1006,2020-06-18,2020-09-07,2020-09-13,2020-09-18,USD,2,16,352,32,3,0.05,117.25,234.5,703.5,351.75,351.75,668.32
"SO - 0007106",In-Store,WARE-XYS1001,2020-06-18,2020-09-07,2020-09-15,2020-09-20,USD,12,43,33,2,7,0.4,159.33,194.3,1360.1,1115.31,244.79,816.06
"SO - 0007113",In-Store,WARE-NMK1003,2020-06-18,2020-09-08,2020-10-01,2020-10-11,USD,10,43,192,7,2,0.05,763.53,991.6,1983.2,1527.06,456.14,1884.04
"SO - 0007114",Online,WARE-XYS1001,2020-06-18,2020-09-08,2020-09-12,2020-09-16,USD,13,2,47,31,4,0.05,157.38,194.3,777.2,629.52,147.68,738.34
"SO - 0007117",Wholesale,WARE-NBV1002,2020-06-18,2020-09-08,2020-10-02,2020-10-05,USD,26,15,77,26,7,0.1,107.13,261.3,1829.1,749.91,1079.19,1646.19
"SO - 0007119",Online,WARE-MKL1006,2020-06-18,2020-09-08,2020-09-18,2020-09-19,USD,14,47,348,40,6,0.05,142.58,254.6,1527.6,855.48,672.12,1451.22
"SO - 0007136",In-Store,WARE-NMK1003,2020-06-18,2020-09-12,2020-09-27,2020-10-04,USD,8,46,131,10,7,0.075,464.31,703.5,4924.5,3250.17,1674.33,4555.16
"SO - 0007144",Distributor,WARE-XYS1001,2020-06-18,2020-09-13,2020-10-10,2020-10-16,USD,24,31,54,39,8,0.05,73.16,174.2,1393.6,585.28,808.32,1323.92
"SO - 0007150",In-Store,WARE-UHY1004,2020-06-18,2020-09-13,2020-10-02,2020-10-06,USD,5,4,242,12,5,0.4,406.22,864.3,4321.5,2031.1,2290.4,2592.9
"SO - 0007151",Online,WARE-XYS1001,2020-06-18,2020-09-14,2020-10-07,2020-10-12,USD,17,50,47,44,2,0.075,520.99,964.8,1929.6,1041.98,887.62,1784.88
"SO - 0007155",Online,WARE-XYS1001,2020-06-18,2020-09-14,2020-10-07,2020-10-12,USD,16,2,39,32,4,0.4,695.13,837.5,3350,2780.52,569.48,2010
"SO - 0007159",Distributor,WARE-MKL1006,2020-06-18,2020-09-14,2020-09-21,2020-09-27,USD,21,16,343,21,6,0.075,384.58,938,5628,2307.48,3320.52,5205.9
"SO - 0007165",In-Store,WARE-UHY1004,2020-06-18,2020-09-15,2020-10-12,2020-10-21,USD,6,13,246,6,3,0.05,497.14,938,2814,1491.42,1322.58,2673.3
"SO - 0007168",Distributor,WARE-NMK1003,2010-03-20,2020-09-15,2020-10-04,2020-10-14,USD,24,29,142,7,1,0.2,137.35,167.5,167.5,137.35,30.15,134
"SO - 0007172",In-Store,WARE-PUJ1005,2020-06-18,2020-09-16,2020-10-12,2020-10-19,USD,8,46,312,27,6,0.2,95.21,194.3,1165.8,571.26,594.54,932.64
"SO - 0007179",In-Store,WARE-PUJ1005,2020-06-18,2020-09-16,2020-10-12,2020-10-14,USD,12,1,324,7,6,0.1,147.67,194.3,1165.8,886.02,279.78,1049.22
"SO - 0007181",Distributor,WARE-PUJ1005,2020-06-18,2020-09-17,2020-10-10,2020-10-17,USD,24,21,303,22,7,0.075,673.35,897.8,6284.6,4713.45,1571.15,5813.26
"SO - 0007183",Distributor,WARE-XYS1001,2020-06-18,2020-09-17,2020-09-24,2020-10-02,USD,24,13,3,34,3,0.05,222.44,268,804,667.32,136.68,763.8
"SO - 0007188",In-Store,WARE-NBV1002,2020-06-18,2020-09-17,2020-09-30,2020-10-08,USD,6,14,66,30,2,0.2,205.02,241.2,482.4,410.04,72.36,385.92
"SO - 0007192",Distributor,WARE-PUJ1005,2020-06-18,2020-09-18,2020-09-23,2020-09-29,USD,22,2,319,8,3,0.1,173.13,254.6,763.8,519.39,244.41,687.42
"SO - 0007195",Wholesale,WARE-XYS1001,2020-06-18,2020-09-18,2020-10-11,2020-10-16,USD,28,25,17,12,5,0.1,726.01,864.3,4321.5,3630.05,691.45,3889.35
"SO - 0007196",In-Store,WARE-XYS1001,2020-06-18,2020-09-18,2020-09-25,2020-10-02,USD,3,48,15,1,1,0.075,128.91,174.2,174.2,128.91,45.29,161.14
"SO - 0007198",In-Store,WARE-MKL1006,2020-06-18,2020-09-18,2020-10-05,2020-10-11,USD,6,26,345,19,4,0.075,498.48,804,3216,1993.92,1222.08,2974.8
"SO - 0007200",Online,WARE-XYS1001,2020-06-18,2020-09-18,2020-09-22,2020-09-25,USD,15,32,28,42,5,0.05,175.67,254.6,1273,878.35,394.65,1209.35
"SO - 0007202",Wholesale,WARE-XYS1001,2020-06-18,2020-09-19,2020-10-10,2020-10-12,USD,28,19,21,29,5,0.05,583.17,911.2,4556,2915.85,1640.15,4328.2
"SO - 0007204",In-Store,WARE-NMK1003,2020-06-18,2020-09-19,2020-10-14,2020-10-21,USD,1,7,102,19,4,0.2,134.4,227.8,911.2,537.6,373.6,728.96
"SO - 0007205",Wholesale,WARE-XYS1001,2020-06-18,2020-09-19,2020-10-06,2020-10-15,USD,26,5,10,41,2,0.1,712.88,938,1876,1425.76,450.24,1688.4
"SO - 0007213",In-Store,WARE-UHY1004,2020-06-18,2020-09-20,2020-10-03,2020-10-13,USD,4,22,211,43,4,0.075,379.89,844.2,3376.8,1519.56,1857.24,3123.54
"SO - 0007236",In-Store,WARE-PUJ1005,2020-06-18,2020-09-21,2020-09-26,2020-10-06,USD,5,23,296,14,2,0.1,808.62,998.3,1996.6,1617.24,379.36,1796.94
"SO - 0007246",In-Store,WARE-MKL1006,2020-06-18,2020-09-22,2020-10-11,2020-10-18,USD,6,22,351,43,6,0.075,119.39,221.1,1326.6,716.34,610.26,1227.1
"SO - 0007248",In-Store,WARE-NMK1003,2020-06-18,2020-09-23,2020-09-26,2020-10-04,USD,9,32,188,25,6,0.1,120.06,214.4,1286.4,720.36,566.04,1157.76
